tsg_set,class,definition,clase,definición
1,DOID:0060708,"A lymphoproliferative syndrome characterized by autosomal recessive inheritance, persistent symptomatic Epstein-Barr virus-associated viremia, hypogammaglobulinemia, and impairment in specific antibody function and that has_material_basis_in homozygous mutation in the CD27 gene on chromosome 12p13.",DOID:0060708,"Síndrome linfoproliferativo caracterizado por herencia autosómica recesiva, viremia sintomática persistente asociada al virus de Epstein-Barr, hipogammaglobulinemia y alteración de la función específica de los anticuerpos y que tiene_como_base una mutación homocigota en el gen CD27 del cromosoma 12p13."
1,DOID:0060728,"A carbohydrate metabolic disorder that is characterized by global developmental delay, hypotonia, abnormal involuntary movements, and alacrima or poor tear production and that has_material_basis_in homozygous or compound heterozygous mutation in the NGLY1 gene on chromosome 1p24.",DOID:0060728,"Trastorno metabólico de los carbohidratos que se caracteriza por un retraso global del desarrollo, hipotonía, movimientos involuntarios anormales y alacrima o escasa producción de lágrimas y que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen NGLY1 del cromosoma 1p24."
1,DOID:0060730,"A generalized dystomia characterized by autosomal dominant inheritance of dystonia usually presenting initially as focal, typically in the limbs, but often generalizes with age that has_material_basis_in heterozygous mutation in the TOR1A gene on chromosome 9q34.",DOID:0060730,"Una distomía generalizada caracterizada por la herencia autosómica dominante de la distonía que suele presentarse inicialmente como focal, típicamente en las extremidades, pero a menudo se generaliza con la edad que tiene_como_base una mutación heterocigota en el gen TOR1A en el cromosoma 9q34."
1,DOID:0060732,"A chromosomal deletion syndrome characterized by trigonocephaly, flattened occiput midface hypoplasia, long philtrum, prominent forehead, broad flat nasal bridge, anteverted nares, malformed external ears, hypertelorism, hypertonia, delayed psychomotor development and that has_material_basis_in a contiguous gene deletion on the short arm of chromosome 9.",DOID:0060732,"Síndrome de deleción cromosómica caracterizado por trigonocefalia, occipucio aplanado hipoplasia del tercio medio facial, filtrum largo, frente prominente, puente nasal ancho y plano, narinas antevertidas, orejas externas malformadas, hipertelorismo, hipertonía, retraso del desarrollo psicomotor y que tiene_como_base una deleción génica contigua en el brazo corto del cromosoma 9."
1,DOID:0060733,A junctional epidermolysis bullosa characterized by generalized blistering at birth with congenital atresia of the pylorus and rarely of other portions of the gastrointestinal tract and that has_material_basis_in mutations in the ITGB4 or ITGA6 genes.,DOID:0060733,Una epidermólisis bullosa juntural caracterizada por la formación de ampollas generalizadas al nacer con atresia congénita del píloro y raramente de otras porciones del tracto gastrointestinal y que tiene_como_base mutaciones en los genes ITGB4 o ITGA6.
1,DOID:0060735,"An epidermolysis bullosa simplex characterized by generalized non-scarring skin blistering that often occurs in clusters, progressive hyperkeratosis of the palms and soles, clumping of keratin filaments in basal epidermal cells and that has_material_basis_in mutation in either the KRT5 or KRT14 genes. This is the most severe of the epidermolysis bullosa simplex types and may result in neonatal or infant lethality in some cases.",DOID:0060735,"Una epidermólisis ampollosa simple caracterizada por ampollas cutáneas generalizadas no cicatriciales que suelen aparecer en racimos, hiperqueratosis progresiva de las palmas de las manos y las plantas de los pies, aglutinación de filamentos de queratina en las células epidérmicas basales y que tiene_como_base una mutación en los genes KRT5 o KRT14. Es el más grave de los tipos de epidermólisis ampollosa simple y puede provocar la muerte neonatal o infantil en algunos casos."
1,DOID:0060736,"An epidermolysis bullosa simplex characterized by skin blisters originating in the deepest areas of the basal cell cytoplasm just above the hemidesmosomes, skin bruising and that has_material_basis_in heterozygous mutation in the PLEC1 gene on chromosome 8q24.",DOID:0060736,"Una epidermólisis ampollosa simple caracterizada por ampollas cutáneas que se originan en las zonas más profundas del citoplasma de las células basales, justo por encima de los hemidesmosomas, hematomas cutáneos y que tiene_como_base una mutación heterocigota en el gen PLEC1 del cromosoma 8q24."
1,DOID:0060737,"A junctional epidermolysis bullosa characterized by autosomal recessive inheritance of severe blisters and extensive erosions, localized to the skin and mucous membranes, resulting in a failure to thrive and that has_material_basis_in mutations in any 1 of the 3 genes encoding the subunits of laminin-5: LAMA3, LAMB3, and LAMC2. The Herlitz type is more severe than the related non-Herlitz type of junctional epidermolysis bullosa.",DOID:0060737,"Una epidermólisis bullosa juntural caracterizada por la herencia autosómica recesiva de ampollas graves y erosiones extensas, localizadas en la piel y las mucosas, que provoca un retraso del crecimiento y que tiene_como_base mutaciones en 1 cualquiera de los 3 genes que codifican las subunidades de la laminina-5: LAMA3, LAMB3 y LAMC2. El tipo Herlitz es más grave que el tipo relacionado no Herlitz de epidermólisis bullosa juntural."
1,DOID:0060738,"A junctional epidermolysis bullosa characterized by skin and mucosal blistering, nail dystrophy or nail absence and enamel hypoplasia and that has_material_basis_in homozygous or compound heterozygous mutation in several genes including COL17A1, ITGB4 and the 3 genes that encode the subunits of laminin-5: LAMA3, LAMB3, and LAMC2. The non-Herlitz type is less severe than the related Herlitz type of junctional epidermolysis bullosa.",DOID:0060738,"Una epidermólisis bullosa juntural caracterizada por ampollas en la piel y las mucosas, distrofia ungueal o ausencia de uñas e hipoplasia del esmalte y que tiene_como_base una mutación homocigota o heterocigota compuesta en varios genes, entre ellos COL17A1, ITGB4 y los 3 genes que codifican las subunidades de la laminina-5: LAMA3, LAMB3 y LAMC2. El tipo no Herlitz es menos grave que el tipo Herlitz relacionado de epidermólisis bullosa juntural."
1,DOID:0060739,"A syndrome characterized by distal limb defects (short thumbs and first toes, clinodactyly of the fifth fingers, delayed ossification of the wrist and ankle bones), urogenital defects and that has_material_basis_in heterozygous mutation in the HOXA13 gene on chromosome 7p15.",DOID:0060739,"Síndrome caracterizado por defectos distales de las extremidades (pulgares y primeros dedos del pie cortos, clinodactilia de los quintos dedos, retraso en la osificación de los huesos de la muñeca y el tobillo), defectos urogenitales y que tiene_como_base una mutación heterocigota en el gen HOXA13 del cromosoma 7p15."
1,DOID:0060740,A methylmalonic acidemia characterized by accumulation of methylmalonic acid in the blood that is unresponsive to vitamn B12 therapy and that has_material_basis_in mutation in the MUT gene on chromosome 6p12.3.,DOID:0060740,Una acidemia metilmalónica caracterizada por la acumulación de ácido metilmalónico en la sangre que no responde a la terapia con vitamina B12 y que tiene_como_base una mutación en el gen MUT del cromosoma 6p12.3.
1,DOID:0060741,"A methylmalonic acidemia characterized by autosomal recessive inheritance of low uptake of transcobalamin-bound cobalamin, but normal conversion to adenosylcobalamin and methylcobalamin and that has_material_basis_in mutation in the CD320 gene.",DOID:0060741,"Una acidemia metilmalónica caracterizada por la herencia autosómica recesiva de baja captación de cobalamina unida a transcobalamina, pero conversión normal a adenosilcobalamina y metilcobalamina y que tiene_como_base una mutación en el gen CD320."
1,DOID:0060742,"A methylmalonic acidemia characterized by autosomal recessive inheritance, defects in the synthesis of AdoCbl, vitamin B12 therapy responsiveness and that has_material_basis_in homozygous or compound heterozygous mutation in the MMAA gene on chromosome 4q31.",DOID:0060742,"Una acidemia metilmalónica caracterizada por una herencia autosómica recesiva, defectos en la síntesis de AdoCbl, respuesta a la terapia con vitamina B12 y que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen MMAA del cromosoma 4q31."
1,DOID:0060743,"A methylmalonic acidemia characterized by autosomal recessive inheritance, defects in the synthesis of AdoCbl, vitamin B12 therapy responsiveness and that has_material_basis_in homozygous or compound heterozygous mutation in the MMAB gene on chromosome 12q24.",DOID:0060743,"Una acidemia metilmalónica caracterizada por una herencia autosómica recesiva, defectos en la síntesis de AdoCbl, respuesta a la terapia con vitamina B12 y que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen MMAB del cromosoma 12q24."
1,DOID:0060744,A syndrome characterized by bilateral prelingual sensorineural hearing loss and euthyroid goiter and that has_material_basis_in homozygous or compound heterozygous mutation in the SLC26A4 gene on chromosome 7q.,DOID:0060744,Síndrome caracterizado por hipoacusia neurosensorial prelingual bilateral y bocio eutiroideo y que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen SLC26A4 del cromosoma 7q.
1,DOID:0060745,A retinal drusen characterized by yellow-white deposits (drusen) that accumulate beneath the retinal pigment epithelium in the posterior pole of the eye in a honeycomb pattern and that has_material_basis_in mutations in the EFEMP1 gene on chromosome 2p16.,DOID:0060745,Una drusa retiniana caracterizada por depósitos blanco-amarillentos (drusas) que se acumulan bajo el epitelio pigmentario de la retina en el polo posterior del ojo en un patrón de panal y que tiene_como_base mutaciones en el gen EFEMP1 del cromosoma 2p16.
1,DOID:0060746,A retinal drusen characterized by yellow-white deposits (drusen) that accumulate beneath the retinal pigment epithelium on Bruch membrane and that has_material_basis_in mutations in the CFH gene on chromosome 1q31.3.,DOID:0060746,Una drusa retiniana caracterizada por depósitos blanco-amarillentos (drusas) que se acumulan bajo el epitelio pigmentario de la retina en la membrana de Bruch y que tiene_como_base mutaciones en el gen CFH del cromosoma 1q31.3.
1,DOID:0060747,"A syndrome characterized by upper limb anomalies, ocular anomalies, and, in some cases, renal anomalies and that has_material_basis_in heterozygous mutation in the SALL4 gene on chromosome 20q13.",DOID:0060747,"Síndrome caracterizado por anomalías de las extremidades superiores, anomalías oculares y, en algunos casos, anomalías renales, que tiene_como_base una mutación heterocigota en el gen SALL4 del cromosoma 20q13."
1,DOID:0060748,A temporal lobe epilepsy characterized by autosomal dominant inheritance of partial seizures originating from the temporal lobe that are often accompanied by auditory symptoms and that has_material_basis_in heterozygous mutation in the LGI1 gene on chromosome 10q24.,DOID:0060748,Una epilepsia del lóbulo temporal caracterizada por la herencia autosómica dominante de crisis parciales originadas en el lóbulo temporal que suelen ir acompañadas de síntomas auditivos y que tiene_como_base una mutación heterocigota en el gen LGI1 del cromosoma 10q24.
1,DOID:0060749,A temporal lobe epilepsy that has_material_basis_in variation in the chromosome region 3q25-q26.,DOID:0060749,Una epilepsia del lóbulo temporal que tiene_como_base una variación en la región cromosómica 3q25-q26.
1,DOID:0060750,A temporal lobe epilepsy characterized by simple or complex partial seizures often accompanied by intense feelings of deja or altered awareness and that has_material_basis_in variation in the chromosome region 4q13.2-q21.3.,DOID:0060750,Una epilepsia del lóbulo temporal caracterizada por crisis parciales simples o complejas a menudo acompañadas de intensas sensaciones de deja o conciencia alterada y que tiene_como_base la variación de la región cromosómica 4q13.2-q21.3.
1,DOID:0060751,A temporal lobe epilepsy characterized by autosomal dominant inheritance of focal seizures with prominent auditory symptoms and that has_material_basis_in heterozygous mutation in the RELN gene on chromosome 7q22.,DOID:0060751,Una epilepsia del lóbulo temporal caracterizada por la herencia autosómica dominante de convulsiones focales con síntomas auditivos prominentes y que tiene_como_base una mutación heterocigota en el gen RELN del cromosoma 7q22.
1,DOID:0060752,A temporal lobe epilepsy that has_material_basis_in heterozygous mutation in the CPA6 gene on chromosome 8q13.,DOID:0060752,Una epilepsia del lóbulo temporal que tiene_como_base una mutación heterocigota en el gen CPA6 del cromosoma 8q13.
1,DOID:0060753,A temporal lobe epilepsy characterized by autosomal dominant inheritance of occipitotemporal lobe epilepsy and migraine with visual aura and that has_material_basis_in variation in the chromosome region 9q21-q22.,DOID:0060753,Una epilepsia del lóbulo temporal caracterizada por una herencia autosómica dominante de epilepsia del lóbulo occipitotemporal y migraña con aura visual y que tiene_como_base la variación de la región cromosómica 9q21-q22.
1,DOID:0060754,A temporal lobe epilepsy characterized by autosomal dominant inheritance of complex partial seizures with occasional secondary generalization and that has_material_basis_in heterozygous mutation in the GAL gene on chromosome 11q13.,DOID:0060754,Una epilepsia del lóbulo temporal caracterizada por la herencia autosómica dominante de crisis parciales complejas con generalización secundaria ocasional y que tiene_como_base una mutación heterocigota en el gen GAL en el cromosoma 11q13.
1,DOID:0060755,A temporal lobe epilepsy characterized by autosomal dominant inheritance of complex or partial seizures and childhood febrile seizures that has_material_basis_in variation in the chromosome region 12q22-q23.3.,DOID:0060755,Una epilepsia del lóbulo temporal caracterizada por la herencia autosómica dominante de crisis complejas o parciales y convulsiones febriles infantiles que tiene_como_base la variación de la región cromosómica 12q22-q23.3.
1,DOID:0060756,A sclerosteosis that has_material_basis_in homozygous mutation in the SOST gene on chromosome 17q21.,DOID:0060756,Una esclerosteosis que tiene_como_base una mutación homocigota en el gen SOST del cromosoma 17q21.
1,DOID:0060757,A sclerosteosis that has_material_basis_in heterozygous or homozygous mutation in the LRP4 gene on chromosome 11p11.,DOID:0060757,Una esclerosteosis que tiene_como_base una mutación heterocigota u homocigota en el gen LRP4 del cromosoma 11p11.
1,DOID:0060758,"A hyper IgM syndrome that is characterized by normal or elevated serum IgM levels with absence of IgG, IgA, and IgE, resulting in a profound susceptibility to bacterial infections that has_material_basis_in homozygous or compound heterozygous mutation in the AICDA gene on chromosome 12p13.",DOID:0060758,"Un síndrome de hiper IgM que se caracteriza por niveles séricos normales o elevados de IgM con ausencia de IgG, IgA e IgE, lo que provoca una profunda susceptibilidad a las infecciones bacterianas que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen AICDA del cromosoma 12p13."
1,DOID:0060759,"A hyper IgM syndrome that is characterized by normal or increased serum IgM concentrations associated with low or absent serum IgG, IgA, and IgE concentrations, indicating a defect in the class-switch recombination (CSR) process that has_material_basis_in homozygous or compound heterozygous mutation in the UNG gene on chromosome 12q23-q24.1.",DOID:0060759,"Síndrome de hiper IgM que se caracteriza por concentraciones séricas normales o aumentadas de IgM asociadas a concentraciones séricas bajas o ausentes de IgG, IgA e IgE, lo que indica un defecto en el proceso de conmutación de clase (CSR) que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen UNG del cromosoma 12q23-q24.1."
1,DOID:0060760,"A hyper IgM syndrome that is characterized by normal or increased serum IgM concentrations associated with low or absent serum IgG, IgA, and IgE concentrations, indicating a defect in the class-switch recombination (CSR) process.",DOID:0060760,"Síndrome de hiper IgM que se caracteriza por concentraciones séricas normales o aumentadas de IgM asociadas a concentraciones séricas bajas o ausentes de IgG, IgA e IgE, lo que indica un defecto en el proceso de conmutación de clase (CSR)."
1,DOID:0060761,A chronic myeloid leukemia characterized by chronic myelocytic leukemia in early infancy and absence of the BCR/ABL fusion gene (Philadelphia chromosome).,DOID:0060761,Leucemia mieloide crónica caracterizada por leucemia mielocítica crónica en la primera infancia y ausencia del gen de fusión BCR/ABL (cromosoma Filadelfia).
1,DOID:0060762,"A skin disease characterized by thin, tightly adherent translucent skin with erosions at flexure sites, superficial vessels, typical facial dysmorphism, and generalized joint ankylosis. Prenatal signs may include intrauterine growth retardation, reduced fetal movements, polyhydramnios, and premature rupture of the membranes. Most infants die within the first week of life.",DOID:0060762,"Enfermedad cutánea caracterizada por una piel fina, adherente y translúcida con erosiones en los puntos de flexión, vasos superficiales, dismorfismo facial típico y anquilosis articular generalizada. Los signos prenatales pueden incluir retraso del crecimiento intrauterino, reducción de los movimientos fetales, polihidramnios y rotura prematura de membranas. La mayoría de los bebés mueren en la primera semana de vida."
1,DOID:0060763,A retinoschisis characterized by schisis (splitting) of the neural retina leading to reduced visual acuity in males due that has_material_basis_in the RS1 gene on chromosome Xp22.,DOID:0060763,Una retinosquisis caracterizada por la esquisis (división) de la retina neural que conduce a una reducción de la agudeza visual en los varones debido a que tiene_como_base el gen RS1 del cromosoma Xp22.
1,DOID:0060764,"A Robinow syndrome characterized by autosomal recessive inheritance of severe skeletal dysplasia characterized by dysmorphic facial features, including frontal bossing, hypertelorism, and broad nose, short-limbed dwarfism, vertebral segmentation, and genital hypoplasia that has_material_basis_in homozygous or compound heterozygous mutations in the ROR2 gene on chromosome 9q22.",DOID:0060764,"Síndrome de Robinow caracterizado por la herencia autosómica recesiva de una displasia esquelética grave caracterizada por rasgos faciales dismórficos, como prominencia frontal, hipertelorismo y nariz ancha, enanismo de extremidades cortas, segmentación vertebral e hipoplasia genital que tiene_como_base mutaciones homocigóticas o heterocigóticas compuestas en el gen ROR2 del cromosoma 9q22."
1,DOID:0060765,"A Robinow syndrome characterized by autosomal dominant inheritance of mesomelic limb shortening, genital hypoplasia, and distinctive facial features that has_material_basis_in heterozygous mutation in the DVL1 gene on chromosome 1p36.",DOID:0060765,"Un síndrome de Robinow caracterizado por la herencia autosómica dominante de acortamiento mesomélico de las extremidades, hipoplasia genital y rasgos faciales distintivos que tiene_como_base una mutación heterocigota en el gen DVL1 del cromosoma 1p36."
1,DOID:0060766,"A Robinow syndrome characterized by autosomal dominant inheritance of dysmorphic features resembling a fetal face, mesomelic limb shortening, hypoplastic external genitalia in males, and renal and vertebral anomalies that has_material_basis_in heterozygous mutation in the WNT5A gene on chromosome 3p.",DOID:0060766,"Un síndrome de Robinow caracterizado por la herencia autosómica dominante de rasgos dismórficos parecidos a una cara fetal, acortamiento mesomélico de las extremidades, genitales externos hipoplásicos en los varones y anomalías renales y vertebrales que tiene_como_base una mutación heterocigota en el gen WNT5A del cromosoma 3p."
1,DOID:0060767,"A Robinow syndrome characterized by autosomal dominant inheritance of mesomelia, genital hypoplasia, and distinctive facial features comprising frontal bossing, prominent eyes, and a depressed nasal bridge that has_material_basis_in heterozygous mutation in the DVL3 gene on chromosome 3q27.",DOID:0060767,"Un síndrome de Robinow caracterizado por la herencia autosómica dominante de mesomelia, hipoplasia genital y rasgos faciales distintivos que comprenden salientes frontales, ojos prominentes y un puente nasal deprimido que tiene_como_base una mutación heterocigota en el gen DVL3 del cromosoma 3q27."
1,DOID:0060768,"A chromosomal deletion syndrome that is characterized by mild-to-moderate infantile hypotonia, minor skeletal anomalies, prepubertal short stature, brachydactyly, ophthalmologic and otolaryngologic abnormalities, peripheral neuropathy, developmental delay, cognitive impairment, and behavioral abnormalities that has_material_basis_in a 3.7-Mb interstitial deletion in chromosome 17p11.2 or sometimes by mutations in the RAI1 gene in the same region.",DOID:0060768,"Síndrome de deleción cromosómica que se caracteriza por hipotonía infantil de leve a moderada, anomalías esqueléticas menores, baja estatura prepuberal, braquidactilia, anomalías oftalmológicas y otorrinolaringológicas, neuropatía periférica, retraso del desarrollo, deterioro cognitivo y anomalías del comportamiento que tiene_como_base una deleción intersticial de 3.7-Mb de deleción intersticial en el cromosoma 17p11.2 o a veces por mutaciones en el gen RAI1 en la misma región."
1,DOID:0060773,"A syndrome characterized by cleft lip, cleft palate, hypodontia, anodontia, microdontia, syndactyly, palmoplantar hyperkeratosis, onychodysplasia, and sparse hair that has_material_basis_in homozygous mutation in the NECTIN1 gene on chromosome 11q23.",DOID:0060773,"Síndrome caracterizado por labio leporino, paladar hendido, hipodoncia, anodoncia, microdoncia, sindactilia, hiperqueratosis palmoplantar, onicodisplasia y cabello escaso que tiene_como_base una mutación homocigota en el gen NECTIN1 del cromosoma 11q23."
1,DOID:0060782,"A syndrome characterized by ectrodactyly, ectodermal dysplasia, and orofacial clefts (cleft lip-palate).",DOID:0060782,"Síndrome caracterizado por ectrodactilia, displasia ectodérmica y hendiduras orofaciales (labio leporino-paladar hendido)."
1,DOID:0060783,"An EEC syndrome characterized by autosomal dominant inheritance of absence of the central parts of the hands and feet, resulting in split-hand/foot malformation, ectodermal dysplasia, and cleft lip with or without cleft palate that has_material_basis_in heterozygous mutation in the TP63 gene on chromosome 3q28.",DOID:0060783,"Un síndrome EEC caracterizado por la herencia autosómica dominante de ausencia de las partes centrales de las manos y los pies, que da lugar a malformación de manos/pies partidos, displasia ectodérmica y labio leporino con o sin paladar hendido que tiene_como_base una mutación heterocigota en el gen TP63 en el cromosoma 3q28."
1,DOID:0060784,An EEC syndrome characterized by autosomal dominant inheritance that has_material_basis_in variation in the chromosome region 7q11.2-q21.3.,DOID:0060784,Un síndrome EEC caracterizado por una herencia autosómica dominante que tiene_como_base una variación en la región cromosómica 7q11.2-q21.3.
1,DOID:0060785,"A leukodystrophy characterized by onset in the 4th or 5th decade of life of autonomic abnormalities, pyramidal and cerebellar dysfunction, and symmetric demyelination of the CNS that has_material_basis_in heterozygous tandem genomic duplication resulting in an extra copy of the LMNB1 gene on chromosome 5q.",DOID:0060785,"Leucodistrofia caracterizada por la aparición en la 4ª o 5ª década de la vida de anomalías autonómicas, disfunción piramidal y cerebelosa y desmielinización simétrica del SNC que tiene_como_base una duplicación genómica en tándem heterocigota que da lugar a una copia extra del gen LMNB1 en el cromosoma 5q."
1,DOID:0060786,A leukodystrophy characterized by improper formation of the myelin sheath in the central nervous system resulting in T2 hyperintensity and variable T1 signal on magnetic resonance imaging.,DOID:0060786,Leucodistrofia caracterizada por una formación inadecuada de la vaina de mielina en el sistema nervioso central que da lugar a una hiperintensidad T2 y una señal T1 variable en las imágenes por resonancia magnética.
1,DOID:0060787,"A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of nystagmus, impaired motor development, ataxia, choreoathetotic movements, dysarthria, and progressive spasticity that has_material_basis_in homozygous or compound heterozygous mutation in the GJC2 gene on chromosome 1q42.",DOID:0060787,"Una leucodistrofia hipomielinizante caracterizada por la herencia autosómica recesiva de nistagmo, retraso del desarrollo motor, ataxia, movimientos coreoatetósicos, disartria y espasticidad progresiva que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen GJC2 del cromosoma 1q42."
1,DOID:0060788,"A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of progressive postnatal microcephaly, severely delayed psychomotor development and hypomyelination that has_material_basis_in homozygous mutation in the PYCR2 gene on chromosome 1q42.",DOID:0060788,"Una leucodistrofia hipomielinizante caracterizada por la herencia autosómica recesiva de microcefalia postnatal progresiva, retraso grave del desarrollo psicomotor e hipomielinización que tiene_como_base la mutación homocigota en el gen PYCR2 del cromosoma 1q42."
1,DOID:0060789,"A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of hypotonia, nystagmus, psychomotor developmental delay, and severe hypomyelinating leukoencephalopathy that has_material_basis_in homozygous mutation in the HSPD1 gene on chromosome 2q33.",DOID:0060789,"Una leucodistrofia hipomielinizante caracterizada por la herencia autosómica recesiva de hipotonía, nistagmo, retraso del desarrollo psicomotor y leucoencefalopatía hipomielinizante grave que tiene_como_base una mutación homocigota en el gen HSPD1 del cromosoma 2q33."
1,DOID:0060790,"A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of early infantile onset of global developmental delay, lack of development, lack of speech acquisition, and peripheral spasticity associated with decreased myelination in the central nervous system that has_material_basis_in homozygous mutation in the AIMP1 gene on chromosome 4q24.",DOID:0060790,"Una leucodistrofia hipomielinizante caracterizada por una herencia autosómica recesiva de aparición infantil precoz de retraso global del desarrollo, falta de desarrollo, falta de adquisición del habla y espasticidad periférica asociada a una mielinización disminuida en el sistema nervioso central que tiene_como_base una mutación homocigota en el gen AIMP1 del cromosoma 4q24."
1,DOID:0060791,"A hypomyelinating leukodystrophy characterized by delayed psychomotor development, spasticity, and nystagmus starting in the first year of life that has_material_basis_in compound heterozygous mutation in the RARS gene on chromosome 5q34.",DOID:0060791,"Una leucodistrofia hipomielinizante caracterizada por un retraso en el desarrollo psicomotor, espasticidad y nistagmo a partir del primer año de vida que tiene_como_base una mutación heterocigota compuesta en el gen RARS del cromosoma 5q34."
1,DOID:0060792,A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of delayed psychomotor development and other neurologic features associated with hypomyelination that has_material_basis_in homozygous or compound heterozygous mutation in the POLR1C gene on chromosome 6p21.,DOID:0060792,Una leucodistrofia hipomielinizante caracterizada por la herencia autosómica recesiva de un retraso en el desarrollo psicomotor y otros rasgos neurológicos asociados a la hipomielinización que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen POLR1C del cromosoma 6p21.
1,DOID:0060793,"A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of congenital cataract, progressive neurologic impairment, and diffuse myelin deficiency that has_material_basis_in homozygous mutation in the FAM126A gene on chromosome 7p15.",DOID:0060793,"Una leucodistrofia hipomielinizante caracterizada por la herencia autosómica recesiva de cataratas congénitas, deterioro neurológico progresivo y deficiencia difusa de mielina que tiene_como_base una mutación homocigota en el gen FAM126A en el cromosoma 7p15."
1,DOID:0060794,"A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of hildhood onset of progressive motor decline manifest as spasticity, ataxia, tremor, and cerebellar signs, as well as mild cognitive regression that has_material_basis_in homozygous or compound heterozygous mutation in the POLR3A gene on chromosome 10q22.",DOID:0060794,"Una leucodistrofia hipomielinizante caracterizada por una herencia autosómica recesiva de inicio en la infancia de declive motor progresivo que se manifiesta como espasticidad, ataxia, temblor y signos cerebelosos, así como una regresión cognitiva leve que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen POLR3A del cromosoma 10q22."
1,DOID:0060795,"A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of infantile onset of delayed psychomotor development, axial hypotonia, and spasticity associated with delayed myelination and periventricular white matter abnormalities that has_material_basis_in homozygous mutation in the C11ORF73 gene on chromosome 11q14.",DOID:0060795,"Leucodistrofia hipomielinizante caracterizada por una herencia autosómica recesiva de aparición infantil con retraso del desarrollo psicomotor, hipotonía axial y espasticidad asociada a un retraso de la mielinización y anomalías periventriculares de la sustancia blanca que tiene_como_base una mutación homocigota en el gen C11ORF73 del cromosoma 11q14."
1,DOID:0060796,"A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of severely delayed or even lack of psychomotor development that becomes apparent in the first months of life, acquired microcephaly and delayed myelination that has_material_basis_in homozygous mutation in the VPS11 gene on chromosome 11q23.",DOID:0060796,"Leucodistrofia hipomielinizante caracterizada por una herencia autosómica recesiva de retraso grave o incluso ausencia de desarrollo psicomotor que se manifiesta en los primeros meses de vida, microcefalia adquirida y mielinización retardada que tiene_como_base una mutación homocigota en el gen VPS11 del cromosoma 11q23."
1,DOID:0060797,"A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of early childhood onset of cerebellar ataxia, mild intellectual disabilities associated with diffuse hypomyelination and variable development of oligodontia and/or hypogonadotropic hypogonadism that has_material_basis_in compound heterozygous mutation in the POLR3B gene on chromosome 12q23.",DOID:0060797,"Una leucodistrofia hipomielinizante caracterizada por una herencia autosómica recesiva de aparición en la infancia temprana de ataxia cerebelosa, discapacidad intelectual leve asociada a una hipomielinización difusa y un desarrollo variable de oligodoncia e/o hipogonadismo hipogonadotrópico que tiene_como_base una mutación heterocigota compuesta en el gen POLR3B del cromosoma 12q23."
1,DOID:0060798,"A hypomyelinating leukodystrophy characterized by infant or early childhood onset of delayed motor development and gait instability, followed by extrapyramidal movement disorders, progressive spastic tetraplegia, ataxia, hypomyelination, cerebellar atrophy, and atrophy or disappearance of the putamen that has_material_basis_in heterozygous mutation in the TUBB4A gene on chromosome 19p13.",DOID:0060798,"Leucodistrofia hipomielinizante caracterizada por la aparición en la infancia o en la niñez temprana de un retraso en el desarrollo motor y de inestabilidad en la marcha, seguido de trastornos extrapiramidales del movimiento, tetraplejia espástica progresiva, ataxia, hipomielinización, atrofia cerebelosa y atrofia o desaparición del putamen que tiene_como_base una mutación heterocigota en el gen TUBB4A del cromosoma 19p13."
1,DOID:0060799,"A syndromic X-linked intellectual disability characterized by moderate to profound intellectual disability, infantile hypotonia, mild dysmorphic features, poor speech development, autistic features, seizures, progressive spasticity, and recurrent infections in males that has_material_basis_in duplication or triplication of the MECP2 gene on chromosome Xq28.",DOID:0060799,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por una discapacidad intelectual de moderada a profunda, hipotonía infantil, rasgos dismórficos leves, escaso desarrollo del habla, rasgos autistas, convulsiones, espasticidad progresiva e infecciones recurrentes en varones que tiene_como_base la duplicación o triplicación del gen MECP2 en el cromosoma Xq28."
1,DOID:0060800,"A syndromic X-linked intellectual disability characterized by intellectual disability and variable features including; choreoathetosis, hydrocephalus, Dandy-Walker malformation, seizures, and iron or calcium deposition in the brain that has_material_basis_in mutation in the AP1S2 gene on chromosome Xp22.",DOID:0060800,Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por discapacidad intelectual y rasgos variables que incluyen.
